artist,genre,pronoun,artistUrl,songUrl,alias1,alias2
jpeg.love,left field,"group - she, they",https://soundcloud.com/jpeglove,https://soundcloud.com/posseup/premiere-jpeglove-im-perfect-queens-of-club-raiders?in=jpeglove/sets/va-releases,,
Jubilee,dancehall,she,https://soundcloud.com/jubileedj,https://soundcloud.com/mixpak/jubilee-shots-feat-p-money,,
Julia Govor,techno,she,https://soundcloud.com/juliagovor,https://www.youtube.com/watch?v=v5uIGBnAChM,,
Julie Marghilano,house,she,https://soundcloud.com/julie-marghilano,https://soundcloud.com/sol-asylum-records/a2-julie-marghilano-eclispe?in=sol-asylum-records/sets/julie-marghilano-time-in-space,,
juneunit,expirimental ,she,https://soundcloud.com/juneunit,https://soundcloud.com/juneunit/kasewerfen,,
K.I.I.A,left field,she,https://soundcloud.com/kiialondon,https://soundcloud.com/osignat/osignat-premiere-kiia-killing-time?in=kiialondon/sets/tracks,,
K2K,house,she,https://soundcloud.com/k2kokay,https://soundcloud.com/delicieuse-musique/premiere-jvxta-state-of-nature-k2k-remix-homage,,
Kali Malone,ambient,she,https://soundcloud.com/kali-malone,https://soundcloud.com/ideal-recordings/kali-malone-litanic-cloth-wrung-from-the-sacrificial-code-2xlp3xcd,,
Kameliia,techno,she,https://soundcloud.com/kamelia-parwanowa,https://soundcloud.com/unbalance/kameliia-iv,,
Kamila Govorcin,house,she,https://soundcloud.com/kami-govorcin,https://www.youtube.com/watch?v=is5VhkdhILE,,
Karen Nyame KG,gqom,she,https://soundcloud.com/karennyamekg,https://soundcloud.com/clubdjembe/kg-obsession?in=clubdjembe/sets/club-djembe-vol1-1,,
Karima F,left field,she,https://soundcloud.com/karimakarima,https://soundcloud.com/mixmag-1/premiere-karima-f-random-loop-from-doepfer-site?in=karimakarima/sets/my-muzak,,
Karlita,house,she,https://soundcloud.com/karlitacarla,https://soundcloud.com/clipp_art/karlita-la-chamade-clipp100,,
Kate NV,expirimental ,she,https://soundcloud.com/kate-nv,https://www.youtube.com/watch?v=66ZnwVKRJV4,,
Katerina,house,she,https://soundcloud.com/katerina,https://soundcloud.com/katerina/trouble-boy-comeme-2018,,
Katie Drover,left field,she,https://soundcloud.com/katiedrover,https://soundcloud.com/dokutokurecords/dktk002-b1-short-1?in=dokutokurecords/sets/katie-drover-tnetennba-ep,,
Katie Rex,techno,she,https://soundcloud.com/katierexofficial,https://soundcloud.com/falsewitness/blanquist-scam-katie-rex-remix?in=katierexofficial/sets/productions,,
Kayla Painter,jazz,she,https://soundcloud.com/misskaylapainter,https://futurebubblers.bandcamp.com/track/all-the-glimmering,,
Kedr Livanskiy,house,she,https://soundcloud.com/kedr_livanskiy,https://www.youtube.com/watch?v=vuqlu6nBmU0,,
KÉDU CARLÖ,left field,"group - she, she",https://soundcloud.com/keducarlo,https://soundcloud.com/keducarlo/mating-call?in=keducarlo/sets/lets-get-to-it-1,,
Kellie Allen,house,she,https://soundcloud.com/kellieallen,https://soundcloud.com/wostreettracks/kellie-allen-smokei-grey-1?in=wostreettracks/sets/kellie-allen-handle-it-ep-wo068-clips,,
Kelly Lee Owens,house,she,https://soundcloud.com/kellyleeowens,https://www.youtube.com/watch?v=jF3fT5SYDjk,,
Kelly Moran,expirimental ,she,https://soundcloud.com/kellymoran,https://www.youtube.com/watch?v=7iEjiJHhMe0,,
Kerrie,techno,she,https://soundcloud.com/kerrie_dj,https://soundcloud.com/dontbeafraid/kerrie-curveball?in=kerrie_dj/sets/releases,,
Keyzuz,dubstep,she,https://soundcloud.com/keyzuz,https://soundcloud.com/djmag/premiere-keyzuz-cancri-transmission,,
kiimi,house,she,https://soundcloud.com/kiimiworld,https://soundcloud.com/kiimiworld/ritual,,
Kiki D,bass,she,https://soundcloud.com/queerbassmusic,https://soundcloud.com/worstbehaviorrecs/homesick-1800areyouslappin-kiki-d-refix,,
Kiki Kudo,left field,she,https://soundcloud.com/kikikudoyo,https://soundcloud.com/kikikudoyo/ten-va-pas,,
Kilbourne,techno,she,https://soundcloud.com/kilbourne,https://soundcloud.com/kilbourne/evnika?in=kilbourne/sets/evnika,,
Kim Anh,house,she,https://soundcloud.com/kim_anh/,https://soundcloud.com/kim_anh/make-me-feel-original?in=kim_anh/sets/make-me-feel-good-for-you,,
Kim Anne Foxman,house,she,https://soundcloud.com/kimannfoxman,https://soundcloud.com/kimannfoxman/my-dog-has-fleas-1?in=kimannfoxman/sets/kim-ann-foxman-my-dog-has,,
Klara,techno,she,https://soundcloud.com/klara_vedis,https://soundcloud.com/warok-music/anticipation,,
Klaudia Gawlas,techno,she,https://soundcloud.com/klaudiagawlas,https://soundcloud.com/kd_raw_music/klaudia-gawlas-acid-kicks-kd-raw-053?in=kd_raw_music/sets/klaudia-gawlas-acid-kicks-ep,,
Klein,expirimental ,she,https://soundcloud.com/kleinmusic,https://www.youtube.com/watch?v=0_B8dMObh3w,,
Klein Zage,left field,she,https://soundcloud.com/kleinzage,https://www.youtube.com/watch?v=CFCxycxx4HA,,
Kloves,techno,she ,https://soundcloud.com/klovesyyc,https://www.youtube.com/watch?v=mbpEowo8Yy4,,
Klurax,drum and bass,she,https://soundcloud.com/klurax,https://soundcloud.com/klurax/ode-to-girlhood-1?in=klurax/sets/klurax-2,,
Korea Town Acid,house,she,https://soundcloud.com/koreatownacid,https://soundcloud.com/clipp_art/korea-town-acid-want-u-clipp079,,
Kozee,footwerk,she,https://soundcloud.com/kozee,https://soundcloud.com/kozee/kozee-gratiot-strut,,
Kyoka,techno,she,https://soundcloud.com/kyoka,https://soundcloud.com/kyoka/link,,
La Leif,techno,she,https://soundcloud.com/laleif-music/,https://soundcloud.com/laleif-music/throw,,
la neve,nu wave,she,https://soundcloud.com/lanevemusic,https://soundcloud.com/lanevemusic/la-neve-the-vital-cord-01-la,,
Lady Starlight,techno,she,https://soundcloud.com/ladystarlightnyc,https://soundcloud.com/bpitch-control/lady-starlight-re-15-snippet,,
LADYMONIX,house,she,https://soundcloud.com/ladymonix,https://soundcloud.com/ladymonix/moments-in-paris-preview?in=ladymonix/sets/track-39-ep-preview,,
Laima,expirimental ,she,https://laima.bandcamp.com/,https://laima.bandcamp.com/album/disco-pregnancy,,
Lara Sarkissian,expirimental ,she,https://soundcloud.com/foozool,https://soundcloud.com/mixmag-1/premiere-lara-sarkissian-peninsula-feat-mesrop?in=foozool/sets/lara-sarkissian-peninsula-ep, Foozool,
Larnie,house,she,https://soundcloud.com/llarnie,https://soundcloud.com/llarnie/larnie-83,,
Lårry,left field,they,https://soundcloud.com/larry_music,https://soundcloud.com/nouvelond/premiere-larry-what-can-be-done-when-nothing-can-be-done-nines-awkwardly-social, Larry,
Laughing Ears,left field,she,https://soundcloud.com/laughingears,https://soundcloud.com/rocktea/laughing-ears-blue-dusk,,
Laura Of Miami,techno,she,https://soundcloud.com/lauraofmiami,https://soundcloud.com/lauraofmiami/belter-laura-of-miami-bootyleg-off-the-meds,,
Laurel Halo,left field,she,https://soundcloud.com/laurelhalo,https://www.youtube.com/watch?v=7O5a5rUR2uo,,
Lauren Duffus,left field,she,https://soundcloud.com/laurenduffus,https://soundcloud.com/if-only-uk/premiere-lauren-duffus-braeburn-body-motion,,
Lauren Flax,acid,she,https://soundcloud.com/laurenflax,https://www.youtube.com/watch?v=7HtyBTLdwgk,,
Lauren Lo Sung,house,she,https://soundcloud.com/laurenlosung,https://www.youtube.com/watch?v=HFE3lhXRZXs,,
LCY,bass,she,https://soundcloud.com/lucyproduction,https://www.youtube.com/watch?v=183igHGaCd0,,
Lea Lisa,house,she,https://soundcloud.com/lea-lisa,https://soundcloud.com/mixmag-1/premiere-something-for-the-dancers-kerri-chandler-dark-mix,,
Leila Samir,left field ,she ,https://soundcloud.com/user-826217033,https://www.youtube.com/watch?v=6lmQ6Mohgrk,,
Lemna,techno,she,https://soundcloud.com/lemnamusic,https://soundcloud.com/horolabel/lemna-retrocausality-a-posteriori?in=horolabel/sets/lemna-retrocausality-horoex29,,
Lena Willikens,house,she,https://soundcloud.com/lenawillikens,https://www.youtube.com/watch?v=ndJ0FxWWu3I,,
Liila,ambient,"group (she, he)",https://soundcloud.com/liila_sounds,https://www.youtube.com/watch?v=14PSrjXqrl4&ab_channel=Liila-Topic,,
Lila Tirando a Violeta,left field,she,https://soundcloud.com/lilatirandoavioleta,https://soundcloud.com/naafi/maldoror-feat-nick-leon-prjctn?in=lilatirandoavioleta/sets/limerencia,,
Lily Ackerman,techno,she,https://soundcloud.com/lilyackerman,https://soundcloud.com/lilyackerman/psycho-cybernetics-dedicated-to-johnny-igaz?in=lilyackerman/sets/original-productions,,
Lily Haz,house,she,https://soundcloud.com/lily-haz,https://soundcloud.com/les-yeux-orange/premiere-lily-haz-two-endless-two-sides?in=lily-haz/sets/ranger-misled-ep-snippets,,
Lioness,techno,she,https://soundcloud.com/thelioness1,https://soundcloud.com/envelope-audio/6-lioness-inference-enau-mixtape-vol1-snippet,,
Liquid Asset,house,she,https://soundcloud.com/liquid-asset,https://soundcloud.com/liquid-asset/4u-allergy-season-x-discwoman,,
Lis Sarroca,house,she,https://soundcloud.com/lissarroca,https://soundcloud.com/ltdwlbl/ltd-premiere-lis-sarroca-meantime-town,,
Lisa Bella Donna,expirimental ,she,https://soundcloud.com/lisa-bella-donna,https://www.youtube.com/watch?v=Q08itrD17TM,,
Lisa Frank,house,she,https://soundcloud.com/djlisafrank,https://youtu.be/PPC4l3XQvUA,,
Liu Lee,left field,she,https://soundcloud.com/liulee,https://soundcloud.com/honey-badger-records/liu-lee-boy-oh-boy-ten-eight,,
LNS,left field,she,https://soundcloud.com/lauransparrow,https://www.youtube.com/watch?v=29kNOnTcX8s,,
LOFT,left field,they,https://soundcloud.com/aya_yco,https://www.youtube.com/watch?v=S908T9fWX1A, AYA,
Lola Palmer,house,she,https://soundcloud.com/lolapalmer,https://soundcloud.com/recordeep-mag/premiere-lola-palmer-imagine-that-bergamon14,,
Loraine James,left field,she,https://soundcloud.com/lorainejames,https://soundcloud.com/lorainejames/hmurd-shepards-delight-loraine-james-remix,,
Louisahhh,techno,she,https://soundcloud.com/louisahhh,https://soundcloud.com/raarraar/line?in=louisahhh/sets/a-trap-ive-built-raar008,,
Lua Preta,left field,"group - he, she",https://soundcloud.com/luapreta,https://soundcloud.com/couvrexchefs/premiere-lua-preta-drena-tony-quattro-remix-basy-tropikalne,,
Lucrecia Dalt,expirimental ,she,https://soundcloud.com/lucreciadalt,https://soundcloud.com/igetrvng/lucrecia-dalt-tar?in=lucreciadalt/sets/anticlines,,
Lucy Cliche,house,she,https://soundcloud.com/lucy-cliche,https://soundcloud.com/fleisch-berlin/b3-lucy-cliche-cliches?in=lucy-cliche/sets/lucy-cliche-tracks, Loose-y Crunché,
Lucy Gooch,expirimental ,she,https://soundcloud.com/ucyooch,https://soundcloud.com/ucyooch/my-lights-kiss-your-thoughts,,
Luen,left field,she,https://soundcloud.com/luenfree,https://soundcloud.com/luenfree/solarbounce-luen?in=luenfree/sets/ep1,,
Luna Ludmila,house,she,https://soundcloud.com/lunaludmila,https://soundcloud.com/lunaludmila/luna-ludmila-tendency-irenicsps006,,
Luz1e,house,she,https://soundcloud.com/l-v-z-1-e,https://www.youtube.com/watch?v=yuZ8E6_vxAw,,
Lydia Eisenblatter,techno,she,https://soundcloud.com/lydiaeisenblaetter,https://www.youtube.com/watch?v=1oLdQJJiHA0,,
Lyzza,rap,she,https://soundcloud.com/lysadasilva,https://soundcloud.com/djmag/premiere-lyzza-sleeve-laurel-halo-mix?in=lysadasilva/sets/imposter-the-remixes,,
Maayan Nidam,techno,she,https://soundcloud.com/maayan,https://soundcloud.com/maayan/perl119lp-a2?in=maayan/sets/perl119,,
Machine Woman,left field,she,https://soundcloud.com/machinewoman,https://www.youtube.com/watch?v=yfw1JXt8dTI,,
Maddy Maia ,house,she,https://soundcloud.com/maddymaia,https://soundcloud.com/sistersofsoundsos/maddy-maia-obsesion-romantica,,
madwoman,techno,she,https://soundcloud.com/madwoman-1,https://soundcloud.com/madwoman-1/ra-energy,,
Mará ,expirimental ,she,https://soundcloud.com/maraperalta,https://soundcloud.com/maraperalta/mara-sweet-eye?in=maraperalta/sets/sound,,
Maraa,left field,she,https://soundcloud.com/maara,https://soundcloud.com/naffrecordings/maara-ultimate-reward-clips?in=maara/sets/releases,,
Maral,expirimental ,she,https://soundcloud.com/maral66,https://soundcloud.com/sistersofsoundsos/sos-music-maral-only-the-sound-will-last?in=sistersofsoundsos/sets/nightwave-sacred-heart-maddy,,
Marie Davidson,techno,she,https://soundcloud.com/mariedavidson_official,https://www.youtube.com/watch?v=jLN7_HZDWLc,,
Marina Trench ,house,she,https://soundcloud.com/marinatrench,https://soundcloud.com/boltingbits/premiere-marina-trench-get-in?in=marinatrench/sets/waterside-ep-wolf-music,,
Martyyna,left field,she,https://soundcloud.com/martyyna-1,https://soundcloud.com/paynomindtous/martyyna-awaken-bcaa?in=bcaasystem/sets/martyyna-awaken,,
Maruwa,acid,she,https://soundcloud.com/maruwa1,https://www.youtube.com/watch?v=pbVY15aR5qk,,
Mary Lake,left field,she,https://soundcloud.com/marylakeworld,https://soundcloud.com/radiantlove/mary-lake-top-skipper,,
Masha,house,she,https://soundcloud.com/mashadjs,https://soundcloud.com/sistersofsoundsos/sos-music-masha-doris-day?in=sistersofsoundsos/sets/nightwave-sacred-heart-maddy,,
Matisa,house,she,https://soundcloud.com/matisaxx,https://soundcloud.com/the-ransom-note/premiere-matisa-honey-comb-optimo-music?in=matisaxx/sets/releases,,
Maunka Honey,left field,she,https://soundcloud.com/manuka_honey,https://soundcloud.com/apocalipsistoday/manuka-honey-come?in=manuka_honey/sets/releases,,
May Mc Laren,acid,she,https://soundcloud.com/maymclaren,https://soundcloud.com/maymclaren/may-mc-laren-acdb,,
maya jane coles,house,she,https://soundcloud.com/mayajanecoles,https://www.youtube.com/watch?v=Sk9eWKb0vjo, Nocturnal sunshine,
Maya Postepski,house,she,https://soundcloud.com/mayapostepski,https://soundcloud.com/mayapostepski/sunrise-101-last-disco,,
Maya Q,left field,she,https://soundcloud.com/mxyi,https://soundcloud.com/all-centre-504822953/maya-q-i-just-wanna?in=all-centre-504822953/sets/maya-q-i-just-wanna,,
Medulasa,left field,they,https://soundcloud.com/medulasa/,https://soundcloud.com/medulasa/forever?in=medulasa/sets/typhoid-mary, Partisan,
Meg Ward,house,she,https://soundcloud.com/meggyward,https://www.youtube.com/watch?v=mGNFc6NTP9I,,
Melanie Velarde,ambient,she,https://soundcloud.com/melanievelarde,https://soundcloud.com/melanievelarde/another-para,,
Miiia,techno,she,https://soundcloud.com/miiia_303/,https://soundcloud.com/miiia_303/original-music-production-mixset,,
Mila Dietrich,techno,she,https://soundcloud.com/mila-dietrich,https://www.youtube.com/watch?v=GpuDd74LKxo,,
Milena Glowacka,expirimental ,she,https://soundcloud.com/milenaglowacka/,https://soundcloud.com/milenaglowacka/milena-glowacka-immensity?in=milenaglowacka/sets/tracks,,
MINA,dancehall,she,https://soundcloud.com/minamusicuk,https://soundcloud.com/earth_kicks/champion-mina-brazzy?in=minamusicuk/sets/earth-kicks-releases,,
Mincy,left field,she,https://soundcloud.com/mincyaus,https://soundcloud.com/extraspicysydney/mincy-gnome-home-1,,
Mincy,left field,she,https://soundcloud.com/mincyaus,https://soundcloud.com/extraspicysydney/99-nissan-patrol-get-sum-mincy,,
Minør,techno,she,https://soundcloud.com/minormusicmelody,https://soundcloud.com/brooklynfire/minor-fear?in=minormusicmelody/sets/minor-originals,,
Mira Calix,expirimental ,she,https://soundcloud.com/mira-calix,https://www.youtube.com/watch?v=b62WFhXu8hs,,
Miss Tomu,left field,she,https://soundcloud.com/tomu-dj,https://tomu.bandcamp.com/album/music-for-girls, Tomu DJ,
mobilegirl,expirimental ,she,https://soundcloud.com/mobilegirl,https://soundcloud.com/mobilegirl/ice-sheets,,
Molly,house,she,https://soundcloud.com/molly_music,https://soundcloud.com/molly_music/glg022-a1-molly-fire?in=molly_music/sets/molly-waves-ep,,
Monae,left field,she,https://soundcloud.com/caemonae,https://soundcloud.com/caemonae/cisphobic,,
Monibi,techno,she,https://soundcloud.com/mawnyb,https://soundcloud.com/mawnyb/nachtschicht-piezo-retake?in=mawnyb/sets/faux-pas-ep,,
Monika Ross,house,she,https://soundcloud.com/monika-ross,https://www.youtube.com/watch?v=da1YEdVXlpQ,,
Monikca,house,she,https://soundcloud.com/monikca,https://soundcloud.com/big-bait-records/floating-herbert-master2?in=big-bait-records/sets/monikca-floating-herbert,,
Moonbow,left field,she,https://soundcloud.com/moonbowmusic,https://www.youtube.com/watch?v=AIQDRgechHA,,
Mor Elian,left field,she,https://soundcloud.com/morelian,https://www.youtube.com/watch?v=P4y6yrCk-Sc, Alloy Sea,
ms. boogie,hip hop,she,https://soundcloud.com/jayboogala,https://soundcloud.com/jayboogala/morphin-time,,
MSJY,left field,she,https://soundcloud.com/jockey_jay,https://soundcloud.com/yinyanglabel/premiere-msjy-we-stallion-raiders?in=jockey_jay/sets/released-business, Miss Jay,
Nadia Khan,ambient,she,https://soundcloud.com/nadia-khan-10,https://soundcloud.com/scissorandthread/nadia-khan-local-visit-with?in=scissorandthread/sets/nadia-khan-in-gleam,,
Nadia Struiwigh,expirimental ,she,https://soundcloud.com/nadiastruiwigh,https://soundcloud.com/nadiastruiwigh/space-tribe,,
Nadia Struiwigh,expirimental ,she,https://soundcloud.com/nadiastruiwigh,https://soundcloud.com/nadiastruiwigh/03-nadia-struiwigh-miosis-original-rose012-snippets?in=nadiastruiwigh/sets/nadia-struiwigh-releases,,
Nastia Reigel,techno,she,https://soundcloud.com/nastiareigel,https://www.youtube.com/watch?v=IecHMfA0D4M,,
Natasha Kmeto ,techno,she,https://soundcloud.com/natashakmeto,https://soundcloud.com/koritsikommarecords/all-i-want-is-you-natasha-kmeto-remix-1644-1644,,
Naty Seres,techno,she,https://soundcloud.com/naty-seres,https://www.youtube.com/watch?v=-0mPElIh1_8,,
Nene H,techno,she,https://soundcloud.com/nenetreat,https://soundcloud.com/djmag/premiere-nene-h-enter-your-house?in=spfdj/sets/my-label,,
Neri J,techno,she,https://soundcloud.com/nerij,https://soundcloud.com/nerij/neri-j-kingdom-of-blessed,,
Nia Archives,left field,she,https://soundcloud.com/nia-archives,https://soundcloud.com/nia-archives/dont-kid-urself,,
NÍDIA ,left field,she,https://soundcloud.com/nidiasukulbembe,https://soundcloud.com/principepromos/8-capacidades,,
Nightwave,house,she,https://soundcloud.com/nightwave808,https://www.youtube.com/watch?v=_OHx0bU_WFQ,,
niina,house,she,https://soundcloud.com/user-417565348,https://soundcloud.com/user-417565348/hundred-dollar-bill-masteredit,,
Nina Kraviz,techno,she,https://soundcloud.com/nina-kraviz,https://www.youtube.com/watch?v=MuryD5S2zl4,,
Ninajirachi,left field,she,https://soundcloud.com/ninajirachi,https://soundcloud.com/ninajirachi/stingray-feat-oh-boy?in=ninajirachi/sets/ninajirachi-water-gun-stingray,,
Nite Fleit,house,she,https://soundcloud.com/nitefleit,https://www.youtube.com/watch?v=uJvtmQo9CH0,,
Nohup,left field,they,https://soundcloud.com/miseryconfusion,https://apte.bandcamp.com/track/substance-p, Sighup,
Noncompliant,techno,she,https://soundcloud.com/noncompliant1,https://www.youtube.com/watch?v=OCigxYAOihw,,
Nur Jaber,techno,she,https://soundcloud.com/nurjaberbeirut,https://soundcloud.com/nurjaberbeirut/osf008-nur-jaber-beyond-borders?in=nurjaberbeirut/sets/osf008-nur-jaber-beyond-1,,
Object Blue,expirimental ,she,https://soundcloud.com/objectblue,https://soundcloud.com/mixmag-1/premiere-object-blue-neo-noir,,
