artist,genre,pronoun,artistUrl,songUrl,alias1,alias2
Astrid Sonne,expirimental ,she,https://soundcloud.com/a_sonne,https://soundcloud.com/a_sonne/life-2,,
Auco,left field,they,https://soundcloud.com/auco23,https://soundcloud.com/infinitequestrecords/auco-ep-2-playtime?in=infinitequestrecords/sets/auco-ep,,
Aurora Halal,techno,she,https://soundcloud.com/itsallhalal,https://www.youtube.com/watch?v=wGGHr3hsfNc,,
Aurora T-09,techno,she,https://soundcloud.com/aurat09,https://soundcloud.com/evar-records/aura-t-09-feat-bootee-in-dreams,,
Avalon Emerson,house,she,https://soundcloud.com/avalonemerson,https://www.youtube.com/watch?v=D5xSnNb7co4,,
Ayesha,left field,she,https://soundcloud.com/aye5ha,https://soundcloud.com/aye5ha/ayesha-party-in-the-street-dt001?in=aye5ha/sets/1-awfs-comp-trax,,
B.Ames,pop,she,https://soundcloud.com/b-ames,https://soundcloud.com/b-ames/reaction,,
B.Traits,house,she,https://soundcloud.com/btraits,https://soundcloud.com/djmag/premiere-baby-t-i-wish, Baby T,
Babii,expirimental ,she,https://soundcloud.com/babiibabiibabii,https://soundcloud.com/babiibabiibabii/ember-2,,
Baby Blue,expirimental ,she,https://soundcloud.com/gutted-angel,https://soundcloud.com/gutted-angel/there-must-be-more-to-life,,
badsista,left field,she,https://soundcloud.com/badsista,https://soundcloud.com/djmag/premiere-badsista-machooka,,
Baka G,house,she,https://soundcloud.com/bakagmusique,https://soundcloud.com/moskalus/premiere-baka-g-chaussee-dixelles-label-affaire-records?ref=clipboard&p=a&c=0&utm_campaign=social_sharing&utm_medium=text&utm_source=clipboard,,
Bamz,uk funky,they,https://soundcloud.com/bamzdmg,https://soundcloud.com/djmag/premiere-bamz-dominate,,
bearcat,expirimental ,she,https://soundcloud.com/bearcats_mixtapes,https://soundcloud.com/bearcats_mixtapes/viva,,
Beatrice Dillon,left field,she,https://soundcloud.com/beatricedillon,https://www.youtube.com/watch?v=yjNpCM7LH1c,,
Bella Boo,house,she,https://soundcloud.com/bellaboo-music,https://www.youtube.com/watch?v=IC7HWnncSdo,,
BELLACROSS,house,she,https://soundcloud.com/bellacross,https://www.youtube.com/watch?v=5JCcAjcH1NY,,
benzii,techno,she,https://soundcloud.com/callmebenzii,https://soundcloud.com/callmebenzii/butterflies,,
Bergsonist,house,she,https://soundcloud.com/bergsonist,https://www.youtube.com/watch?v=JUfpZ1Rzd7Q,,
Beta Librae,left field,she,https://soundcloud.com/blibrae,https://www.youtube.com/watch?v=hFcLO4yadmM,,
Beth Alana,left field,she,https://soundcloud.com/bethalana,https://soundcloud.com/mottosono/phenomenon?in=bethalana/sets/traxx,,
Beyun,acid,she,https://soundcloud.com/djbeyun,https://soundcloud.com/dancefloorromancer/premiere-beyun-nite-trippin-afro-acid?in=djbeyun/sets/productions,,
Bianca Oblivion,bass,she,https://soundcloud.com/biancaoblivion,https://soundcloud.com/manrecordings/pelao-bianca-oblivion-remix?in=biancaoblivion/sets/pelaoremix,,
Bianca Scout,expirimental ,she,https://soundcloud.com/bb-scout-22222,https://soundcloud.com/bb-scout-22222/passage,,
Billie Jo,techno,she,https://soundcloud.com/billiejo1,https://soundcloud.com/bcco/bcco-premiere-billie-jo-you-make-everyone-disappear-act005,,
Bklava,garage,she,https://soundcloud.com/bklavadj,https://soundcloud.com/bklavadj/thinkin-of-you-radio-edit,,
Black Girl White Girl,house,"group - she, she",https://soundcloud.com/officialbgwg,https://soundcloud.com/djmag/premiere-black-girl-white-girl-cinderella-99?in=officialbgwg/sets/discography,,
Blasha & Allatt,house,"group - she, she",https://soundcloud.com/blasha-allatt,https://soundcloud.com/ben-sims/31-blasha-allatt-broughton-93,,
Bleid,left field,she,https://soundcloud.com/bleiddd,https://soundcloud.com/naivetrax/a1-violet-x-bleid-badness?in=bleiddd/sets/tracks,,
Bleie,expirimental ,she,https://soundcloud.com/bleie,https://soundcloud.com/lastfaithstudio/bleie-promo,,
Blissai,bass,she,https://soundcloud.com/blissainai,https://soundcloud.com/blissainai/misseee,,
bloody mary ,acid,she,https://soundcloud.com/bloody-mary,https://www.youtube.com/watch?v=Ha8__q1RWgI,,
Bonaventure,expirimental ,she,https://soundcloud.com/bonaventure_mbote,https://bonaventurept.bandcamp.com/track/mentor,,
Bored Lord,house,she,https://soundcloud.com/boredlord,https://soundcloud.com/boredlord/hit-me-ravey-one-more-time-off-of-pop-tools,,
Borusiade,techno,she,https://soundcloud.com/borusiade,https://soundcloud.com/borusiade/domino-domina,,
BrandNewTrumpets,expirimental ,she,https://soundcloud.com/brandnewtrumpets,https://soundcloud.com/diffrent/the-lost-empress?in=diffrent/sets/brandnewtrumpets-ode-to-ole-ep,,
Brux,house,she,https://soundcloud.com/whoisbrux,https://soundcloud.com/whoisbrux/bwp?in=whoisbrux/sets/fruit-ep,,
C.Love,left field,she,https://soundcloud.com/cloveontherocks-1,https://soundcloud.com/sistersofsoundsos/sos-music-c-love-possedee?in=sistersofsoundsos/sets/nightwave-sacred-heart-maddy,,
Calling Marian,techno,she ,https://soundcloud.com/callingmarian,https://www.youtube.com/watch?v=0BHDUGHKqBg,,
Carla Valenti,house,she,https://soundcloud.com/carlavalenti,https://soundcloud.com/casacaos/carla-valenti-feat-koby-perc?in=casacaos/sets/cc-029-carla-valenti-walla-ep,,
Carmen Villain,expirimental ,she,https://soundcloud.com/carmenvillain,https://www.youtube.com/watch?v=sG0auwx9w48,,
Carolina Eyck,expirimental ,she,https://soundcloud.com/carolinaeyck,https://www.youtube.com/watch?v=n6KP3jSZAes,,
Caroline Lethô,techno,she,https://soundcloud.com/carolineletho,https://soundcloud.com/discosparaiso/a1-caroline-letho-to-paradise-1?in=discosparaiso/sets/ravetuga003,,
Cassie Raptor ,techno,she,https://soundcloud.com/cassie_raptor,https://soundcloud.com/dvskrecords/kick-or-talk?in=cassie_raptor/sets/tracks,,
Caterina Barbieri,expirimental ,she,https://soundcloud.com/caterinabarbieri,https://www.youtube.com/watch?v=7VQAEAysPeA,,
CCL,left field,they,https://soundcloud.com/ccl-tuf,https://www.youtube.com/watch?v=Zcw66uHENuU,,
Cecilia,expirimental ,she,https://soundcloud.com/babiaudi,https://soundcloud.com/babiaudi/2-temptation-of-liquids,,
Cera Khin,techno,she,https://soundcloud.com/cera-khin,https://soundcloud.com/the-subliminal-kid/peder-mannerfelt-sissel-bass-2,,
Chain Joplin,footwerk,she,https://soundcloud.com/hood-joplin,https://soundcloud.com/hood-joplin/mychainb?in=hood-joplin/sets/originals-features-remixes-1,,
Charlotte Bendiks,left field,she,https://soundcloud.com/charlotte-bendiks,https://www.youtube.com/watch?v=U_w3rrzhs14,,
Cherushii,house,she,https://soundcloud.com/cherushii,https://www.youtube.com/watch?v=qYehnKlWol0,,
Chikaya,left field,she,https://soundcloud.com/chikayaofficial,https://soundcloud.com/illegaldata/chikaya-himalayas,,
Chippy Nonstop,techno,she,https://soundcloud.com/chippynonstop,https://soundcloud.com/chippynonstop/chippy-nonstop-ice-daddy,,
Christina Chatfield,electro,she,https://soundcloud.com/anitserk,https://soundcloud.com/as-you-like-it/ascent-original-mix?in=as-you-like-it/sets/seq001p,,
Ciao,house,she,https://soundcloud.com/regfant,https://www.youtube.com/watch?v=u0sVYrpTO8A, Regularfantasy, Plush Management Inc
Ciarra Black,techno,she,https://soundcloud.com/ciarrablack,https://soundcloud.com/ciarrablack/by-design-allergy-season?in=ciarrablack/sets/tracks,,
Cibelle,dancehall,they,https://soundcloud.com/cibellecibelle,https://www.youtube.com/watch?v=EayCT5tcaHc,,
Ciel,house,she,https://soundcloud.com/cl_lit,https://www.youtube.com/watch?v=PgdMzE-zI6g,,
CIFIKA,house,she,https://soundcloud.com/cifika,https://soundcloud.com/cifika-music/youth,,
Cinthie,house,she,https://soundcloud.com/cinthie,https://www.youtube.com/watch?v=ZcJMXqce-LA,,
Claire Morgan,techno,she,https://soundcloud.com/claire-morgan,https://soundcloud.com/claire-morgan/claire-morgan-inexorably,,
Claire Rousay,expirimental ,she,https://soundcloud.com/clairerousay,https://soundcloud.com/americandreamsrecords/02-a-softer-focus-discrete-the,,
Clara! ,left field,she,https://soundcloud.com/clara-uno,https://soundcloud.com/inverted-audio/clara-acero-editions-gravats,,
Clemency ,left field,she,https://soundcloud.com/clemencydj,https://soundcloud.com/clemencydj/biblicalnames,,
Cleo Leigh,left field,she,https://soundcloud.com/alteregocleo,https://soundcloud.com/alteregocleo/jaune-cleo-leigh-2,,
Closet Yi,left field,she,https://soundcloud.com/closetyi,https://soundcloud.com/boltingbits/premiere-closet-yi-eternal-countdown?in=closetyi/sets/ruminate-ep,,
Coffintexts,left field,she,https://soundcloud.com/coffintexts,https://soundcloud.com/ifclips/coffintexts-izanami?in=ifclips/sets/greatest-hits,,
Colleen,ambient,she,https://soundcloud.com/colleenplays,https://www.youtube.com/watch?v=Uy60-Ki3OgA,,
Cooconics,left field,she,https://soundcloud.com/athena_chan,https://eatingmusiclabel.bandcamp.com/track/plague, Anetha Chan,
Cooly G,house,she,https://soundcloud.com/coolyg,https://soundcloud.com/nightslugs/cooly-g-digitally-higher-1,,
Coppe',expirimental ,she,https://soundcloud.com/coppe,https://www.youtube.com/watch?v=NFHGosiV_2E,,
Coucou Chloe,expirimental ,she,https://soundcloud.com/coucouchloe,https://soundcloud.com/coucouchloe/juicy-feat-shygirl,,
Cowgirl Clue,pop,she,https://soundcloud.com/cowgirlclue,https://www.youtube.com/watch?v=PeSP0notTCo,,
Cruel Diagonals,expirimental ,she,https://soundcloud.com/crueldiagonals,https://www.youtube.com/watch?v=eaUG2o5EcPc,,
Crystallmess,left field,she,https://soundcloud.com/crystallmess/,https://soundcloud.com/pan_hq/b2-crystallmess-atalaku-pan?in=pan_hq/sets/toxe-crystallmess-split-pan-105,,
D. Tiffany,left field,she,https://soundcloud.com/d-tiffany,https://soundcloud.com/pacificrhythm/d-tiffany-get-back-to-you-soon, DJ Zozi, Ambien Baby
Daisy Moon,left field,she,https://soundcloud.com/daisymoon,https://soundcloud.com/idle-hands-bristol/idle061-daisy-moon-geometry-of-curves,,
Dalila Delarosa,ambient,she,https://soundcloud.com/daliladelarosa,https://soundcloud.com/besteffort/dalila-delarosa-winter?in=besteffort/sets/stay-in-bed-vol-i,,
Dana Ruh,house,she,https://soundcloud.com/danaruh/,https://soundcloud.com/danaruh/a1-range-66?in=danaruh/sets/cr003-dana-ruh-ds-folder-v,,
Daniela La Luz,house,she,https://soundcloud.com/daniela-la-luz,https://soundcloud.com/les-yeux-orange/premiere-daniela-la-luz-acid-based-balance?in=daniela-la-luz/sets/out-now-ctx02-daniela-la-luz,,
Danielle Arielli,house,she,https://soundcloud.com/danielle-arielli,https://soundcloud.com/tooflezmuzik/teazer-danielle-arielli-gettem-down-tfz005?in=tooflezmuzik/sets/danielle-arielli-can-u-feel-it,,
Dasha Rush,techno,she,https://soundcloud.com/dasha-rush,https://soundcloud.com/dasha-rush/upcoming_fp025-acid-sketch,,
Debby Friday,techno,she,https://soundcloud.com/debbyfriday,https://youtu.be/gsegEpa8pPw?t=560,,
Deborah De Luca,techno,she,https://soundcloud.com/deborahdeluca,https://soundcloud.com/deborahdeluca/maybe-im-wrong-deborah-de-luca?in=deborahdeluca/sets/maybe-im-wrong-ep,,
Decibella,jungle,she,https://soundcloud.com/djdecibella,https://soundcloud.com/djdecibella/outtalondon,,
Deena Abdelwahed,left field,she,https://soundcloud.com/deenaabdelwahed,https://www.youtube.com/watch?v=v75KRnB7OiI,,
Deepsmith,house,she,https://soundcloud.com/deepsmith,https://soundcloud.com/nervous-records/deepsmith-hush-hush-aint-no-thang?in=deepsmith/sets/trax, DJ Daddy,
Della,house,she,https://soundcloud.com/djdella_official,https://soundcloud.com/turned-on/premiere-lil-mark-feat-della-its-acid-purple-om-edit-twirl-recordings?in=twirlchicago/sets/lil-mark-featuring-della-its,,
Diamond Li,left field,she,https://www.youtube.com/watch?v=yeAkZC7kYQ4,https://eatingmusiclabel.bandcamp.com/track/zhei, Huan Huan,
Didi Han,house,she,https://soundcloud.com/didihan,https://soundcloud.com/musicis4lovers/didi-han-wake-up-roche-musique,,
Diessa,left field,she,https://soundcloud.com/diessa1312,https://soundcloud.com/diessa1312/diessa-work-too-much-hi-nrg,,
Dina,techno,she,https://soundcloud.com/dinakhashan,https://soundcloud.com/inverted-audio/dina-sea-trial-molten-moods?in=dinakhashan/sets/releases,,
Dinamite,techno,she,https://soundcloud.com/dinamite-dj,https://soundcloud.com/dinamite-dj/nebel-dinamite-out-jan-18th-2016-on-affin-records,,
DJ Clea,house,she,https://soundcloud.com/djclea,https://www.youtube.com/watch?v=jH2FsBWdKFg,,
DJ Fuckoff,left field,she,https://soundcloud.com/djfuckoff,https://soundcloud.com/raiders_records/02-dj-fuckoff-fuck-a-lil-mo?in=djfuckoff/sets/tracks-3-3,,
DJ Genderfluid,techno,they,https://soundcloud.com/djgenderfluid,https://soundcloud.com/djgenderfluid/i-absolutely-will-not-share-your-event-flyer-unless-all-of-the-letters-are-lowercase,,
DJ Gigola,techno,she,https://soundcloud.com/djgigola,https://www.youtube.com/watch?v=wVAh1Wym8MI,,
DJ Girl,left field,she,https://soundcloud.com/det-chan,https://soundcloud.com/planeteuphorique/dj-girl-slsktrax, tchan,
DJ Haram,left field,she,https://soundcloud.com/djharam,https://soundcloud.com/hyperdub/dj-haram-gemini-rising-taken-from-grace-out-5th-july,,
DJ Heather,house,she,https://soundcloud.com/dj-heather,https://www.youtube.com/watch?v=1yOL9_Qrv8k,,
DJ Love,left field,she,https://soundcloud.com/djlovesowitchy,https://soundcloud.com/djlovesowitchy/dj-love-anthem-prod-by-love?in=djlovesowitchy/sets/dj-love-unofficial-ep,,
DJ Mell G ,electro,she,https://soundcloud.com/djmellg,https://soundcloud.com/paceplayazsociety/dj-mell-g-teach-me-how-to-dougie?in=djmellg/sets/releases,,
Dj Sofa,drum and bass,she,https://soundcloud.com/djsofa430,https://soundcloud.com/basswin/energy-from-bass-dj-sofa-remix,,
DJ soyboi,left field,they,https://soundcloud.com/djsoyboi,https://soundcloud.com/djsoyboi/chainsplitter-1,,
DJ Tess,left field,she,https://soundcloud.com/giuliatess,https://soundcloud.com/moretimerecords/watch-how-mi-dweet-ft-logan?in=moretimerecords/sets/moretime024-dj-tess-iene, Giulia Tess ,
DJ_Dave,house,she,https://soundcloud.com/algoravedave,https://soundcloud.com/algoravedave/easy,,
Doc Sleep,left field,she,https://soundcloud.com/docsleep,https://soundcloud.com/docsleep/mirror-lake-figs,,
Dodogo,expirimental ,she,https://soundcloud.com/discododogo,https://eatingmusiclabel.bandcamp.com/track/water,,
Dolomea,left field,she,https://soundcloud.com/dolo-mea,https://soundcloud.com/raiders_records/09-dolomea-dipping-in-kool-aid?in=raiders_records/sets/queens-of-club-night-shift-1,,
Dominque Guiot,expirimental ,she,https://soundcloud.com/mentalgroove/sets/dominique-guiot-lunivers-de-la-mer,https://www.youtube.com/watch?v=1linSt8sEEY,,
E-Saggila,expirimental ,she,https://soundcloud.com/esaggila,https://soundcloud.com/country-music-label/e-saggila-tilt,,
e.m.m.a.,left field,she,https://soundcloud.com/oiiemma,https://soundcloud.com/emma57750/shoot-the-curl-1,,
Edge Slayer,left field,she,https://soundcloud.com/edgeslayer,https://soundcloud.com/edgeslayer/suga-daddi-spell-wetter-rework,,
EDND,acid,she,https://soundcloud.com/ednd,https://soundcloud.com/discosparaiso/a1-ednd-quartz-composer-1?in=discosparaiso/sets/paraiso006,,
Effy,tech house,she,https://soundcloud.com/its_effy,https://soundcloud.com/its_effy/fluffy-clouds,,
Ehua,left field,she,https://soundcloud.com/ehuamusic,https://soundcloud.com/femmeculture/ehua-roman?in=ehuamusic/sets/ehua-diplozoon-ep-femme,,
Eiko Ishibashi,expirimental ,she,https://eikoishibashi.bandcamp.com/,https://open.spotify.com/track/6oZcJPquCnSFQXawsYgFlH?si=1GR4QbpgSOGxg6NckCaGvA,,
El'mirka,house,she,https://soundcloud.com/elmirka,https://soundcloud.com/momenty-rec/tanzlife-love-overdose-feat-elmirka-id-ensemble-concept,,
Ela Minus,left field,she,https://soundcloud.com/elaminus,https://soundcloud.com/elaminus/so-2,,
Elisa Bee,house,she,https://soundcloud.com/xelisabeex,https://www.youtube.com/watch?v=_1eMMK4aNh4,,
Elissa Suckdog,house,she,https://soundcloud.com/elissasuckdog,https://elissasuckdog.bandcamp.com/track/girls-on-a-break-feat-lil-peep,,
Elissa Suckdog,house,she,https://soundcloud.com/elissasuckdog,https://soundcloud.com/elissasuckdog/girls-elissa-suckdogs-girls-on-a-break-edit?in=elissasuckdog/sets/edog-01,,
Elkka,house,she,https://soundcloud.com/elkka,https://www.youtube.com/watch?v=95QHUbMeTEU,,
Elle Dee,techno,she,https://soundcloud.com/djelledee,https://soundcloud.com/mildfantasy/elle-dee-false-witness-underneath-clip?in=mildfantasy/sets/elle-dee-false-witness,,
ELLLL,left field,she,https://soundcloud.com/ellll,https://www.youtube.com/watch?v=pDdXb9M-PO4,,
Elsa Hewitt,left field,she,https://soundcloud.com/elsahewitt,https://soundcloud.com/elsahewitt/wave-state-2,,
Eluize,house,she,https://soundcloud.com/eluize,https://soundcloud.com/sinchicollective/premiere-eluize-still-craigie-knowes?in=eluize/sets/eluize-confide-lp-craigie,,
Emily Glass,left field,she,https://soundcloud.com/emilyglassss,https://soundcloud.com/djmag/premiere-emily-glass-uvula?in=djmag/sets/dj-mag-premieres,,
Emkay,left field,she,https://soundcloud.com/emkaybymk,https://soundcloud.com/untempohki/emkay-daft?in=emkaybymk/sets/releases, gem-k,
Emma Jean Thackray,jazz,she,https://soundcloud.com/emmajeanthackray,https://www.youtube.com/watch?v=NxhSAwfI9_k,,
Eram,techno,she,https://soundcloud.com/eramexp,https://soundcloud.com/caldolove/eram-liquid-dropsss,,
Erica Mar,techno,she,https://soundcloud.com/erica_mar,https://soundcloud.com/dark-disco/erica-mar-hell-paralysis-occultists,,
Erika Gluck,acid,she,https://soundcloud.com/erikagluck,https://soundcloud.com/erikagluck/erika-gluck-a1-cosset?in=erikagluck/sets/deferment-fixed-rhythms,,
Eris Drew,house,she,https://soundcloud.com/eris-drew,https://www.youtube.com/watch?v=3HDFucB6dqg,,
Erosika,left field,she,https://soundcloud.com/erosika,https://www.youtube.com/watch?v=jbjEz39b8Gk&ab_channel=Nightman, Scorpia Mossmoon,
ESG,disco,she,https://www.discogs.com/artist/16534-ESG,https://www.youtube.com/watch?v=bCGdZnPzX8E,,
Estella Boersma,techno,she,https://soundcloud.com/estellaboersma,https://soundcloud.com/estellaboersma/grade-retro,,
Esther Dujin,techno,she,https://soundcloud.com/esther-duijn,https://soundcloud.com/coincidencerecords/coincidence-108-01-esther?in=coincidencerecords/sets/coincidence108-esther-duijn-dawn-of-the-last-era, Proxima Centauri,
Estoc,left field,she,https://soundcloud.com/splintered,https://soundcloud.com/apocalipsistoday/precolumbian-estoc-cct01?in=apocalipsistoday/sets/apoc005-precolumbian-estoc-cct-ep,,
Etari,house,she,https://soundcloud.com/etari,https://soundcloud.com/boltingbits/premiere-etari-garden-of-life-norus-etari-collab?in=etari/sets/etari-original,,
eve defy,left field,they,https://soundcloud.com/evedefy,https://www.youtube.com/watch?v=S3M5E9cgj0U,,
exael,left field,they,https://soundcloud.com/exael,https://soundcloud.com/exael/crytpobtich-double-flux-honeytrap, cryptobitch,
Experimental Housewife,left field,she,https://soundcloud.com/experimental-housewife,https://www.youtube.com/watch?v=Yt-7xmbq5J8,,
fana,expirimental ,she,https://soundcloud.com/fanafellahin,https://soundcloud.com/fanafellahin/ancestor-syndrome-ffm-edit, فناء (fana'),
Felicie,techno,she,https://soundcloud.com/feliciemusic,https://soundcloud.com/exhaleofc/felicie-the-devil-himself?in=feliciemusic/sets/felicie-releases,,
Felly Fell,house,she,https://soundcloud.com/fellyfell805,https://www.youtube.com/watch?v=50K8s_oJ278,,
Femanyst,house,she,https://soundcloud.com/msladyblacktronika,https://soundcloud.com/msladyblacktronika/1-lady-b-back-to-being-a-man, Lady Blacktronica,
Fernanda Arrau,house,she,https://soundcloud.com/fernanda-arrau,https://soundcloud.com/yungdumb/cook,,
Fever Ray ,expirimental ,she,https://soundcloud.com/fever-ray,https://www.youtube.com/watch?v=3rdkcanpl9k,,
Fia Fiell,ambient,she,https://soundcloud.com/fiafiell,https://soundcloud.com/nicemusiclabel/fia-fiell-at-the-first-clear-word,,
Finetune,left field,she,https://soundcloud.com/finetunesounds,https://soundcloud.com/finetunesounds/forever-old?in=finetunesounds/sets/finetune-come-to-see-me,,
FKA Twigs,pop,she,https://soundcloud.com/fkatwigsofficial,https://www.youtube.com/watch?v=YUvJOZfdGQg,,
Frau Silberfischer,techno,she,https://soundcloud.com/silberfischer,https://www.youtube.com/watch?v=ggi-dNdFOr8,,
Further Reductions,electro,"group - she, he",https://soundcloud.com/further-reductions,https://soundcloud.com/inverted-audio/further-reductions-array-knekelhuis,,
Gag Reflex,left field,she,https://soundcloud.com/djgagreflex,https://soundcloud.com/circaafterdeath/gag-reflex-grave,,
Ganesa,left field,she,https://soundcloud.com/ganesa_drops_beats,https://soundcloud.com/jellybeanfarm/wun-render-international-tribe-ganesa-worldwide-fm-rip?in=jellybeanfarm/sets/wun-torus-jbf011,,
Gavilán Rayna Russom,expirimental ,she,https://soundcloud.com/gavilanraynarussom,https://www.youtube.com/watch?v=o44zUW1u0Gk&app=desktop, Gavin Russom,
Gayance,house,she,https://soundcloud.com/gayance,https://soundcloud.com/gayance/hold-it-down-feat-lady-alma-by-4hero-gayance-edit,,
gayphextwin,expirimental ,they,https://soundcloud.com/odi_me,https://soundcloud.com/odi_me/1glo?in=odi_me/sets/gayphextwin-untitled,,
Gazelle Twin,techno,she,https://soundcloud.com/gazelletwin,https://soundcloud.com/perc/perc-look-what-your-love-has-done-to-me-192,,
Get Face,left field,they,https://soundcloud.com/getface,https://soundcloud.com/spacetapesmia/warrant-elevator-mix?in=spacetapesmia/sets/st004-get-face-horns-of-a-beast, DJ GF,
Ghorba,techno,she,https://soundcloud.com/ghorbadj,https://soundcloud.com/jacktonerecords/ghorba-zero-threat-to-the-rave-jktn050-preview?in=ghorbadj/sets/releases, Divorce,
Giorgia Angiuli ,techno,she,https://soundcloud.com/giorgiaangiuli-1,https://soundcloud.com/giorgiaangiuli-1/alien-hug-3,,
Gnasha,dubstep,she,https://soundcloud.com/gnashamusic,https://soundcloud.com/gnashamusic/gnasha-blurred-lampa-master-free-download-at-750-follows,,
Green-House,ambient,she,n/a,https://soundcloud.com/leavingrecords/green-house-soft-meadow,,
GRRL,left field,they,https://soundcloud.com/grrl-music,https://soundcloud.com/grrl-music/grrl-ape-dub,,
H20,left field,she,https://soundcloud.com/h2ooooo,https://soundcloud.com/curuba-records/h2o-gats-final-echoes?in=h2ooooo/sets/h2o-gats-trance-illusion-ep,,
HAAi,house,she,https://soundcloud.com/haai-2,https://www.youtube.com/watch?v=SqQFBX9C-mI,,
Heidi Sabertooth,techno,she,https://soundcloud.com/heidisabertooth,https://soundcloud.com/lobster-theremin/lt059-heidi-sabertooth-ur-eyes-are-watching,,
Helena Hauff,techno,she,https://soundcloud.com/helena-hauff,https://soundcloud.com/werkdiscs/helena-hauff-spur,,
Hherb,left field,they,https://soundcloud.com/hherbmusic,https://soundcloud.com/hherbmusic/basil,,
Him Hun,techno,she,https://soundcloud.com/himhun,https://soundcloud.com/himhun/sound-off-mudd-mann-x-beyonce?in=himhun/sets/edits-blends,,
Hollie,left field,she,https://soundcloud.com/hollielprice,https://soundcloud.com/hollielprice/only-natural-sugarsz,,
Hollie Cook,dub,she,https://soundcloud.com/holliecookie,https://soundcloud.com/holliecookie/hollie-cook-sugarwater-dub?in=holliecookie/sets/hollie-cook-hollie-cook-in-dub,,
HYPH11E,expirimental ,she,https://soundcloud.com/hyph11e,https://soundcloud.com/svbkvlt/hyph11e-sinking?in=svbkvlt/sets/sbkt026-various-artists-cache,,
Ikonika,dancehall,she,https://soundcloud.com/ikonika,https://www.youtube.com/watch?v=8sQANcsw1ko,,
Imogen,techno ,she,https://soundcloud.com/imogensmusic,https://soundcloud.com/imogensmusic/katla-shared-meanings?in=imogensmusic/sets/music,,
Imogen,techno,she,https://soundcloud.com/imogensmusic,https://soundcloud.com/imogensmusic/katla-shared-meanings?in=imogensmusic/sets/music,,
India Jordan,house,they,https://soundcloud.com/indiajordan,https://www.youtube.com/watch?v=lDm8bVUOrRw,,
Inga Mauer,techno,she,https://soundcloud.com/ingamauer,https://www.youtube.com/watch?v=fQNbiGhNpvQ,,
Ireene Ames,techno,she,https://soundcloud.com/ireenamnes,https://soundcloud.com/motztechno/premiere-ireen-amnes-insurgent-iod041?in=ireenamnes/sets/musik,,
Irene Dresel,techno,she,https://soundcloud.com/irenedresel,https://www.youtube.com/watch?v=0GUVP8jOaUM,,
Isabella,techno,she,https://soundcloud.com/networkerror,https://www.youtube.com/watch?v=hCupMrG2j8s,,
Ishome,techno,she,https://soundcloud.com/ishome,https://www.youtube.com/watch?v=slVPNef3yIk,,
Ixindamix/Bad Girlz,house,she,https://soundcloud.com/ixindamix,https://soundcloud.com/libertine-berlin/b1-ixindamix-the-passenger?in=libertine-berlin/sets/ixindamix-traditions-12,,
Jadzia,electro,she,https://soundcloud.com/kolbrunklara,https://soundcloud.com/raiders_records/05-jadzia-whipped,,
Jamrat,house,"group - they, they",https://soundcloud.com/user-816584631,https://soundcloud.com/rhizome-seattle/a1-jamrat-marble-grounds,,
Janet Beat,expirimental ,she,https://soundcloud.com/soundandmusic/sets/janet-beat-recordings-80-87,https://soundcloud.com/soundandmusic/sets/janet-beat-recordings-80-87,,
Jarvi,left field,they,https://soundcloud.com/mynameisjarvi,https://soundcloud.com/mynameisjarvi/tender-riot-unmastered?in=mynameisjarvi/sets/tracks, Acid Daddy,
Jasmine Azarian,techno,she,https://soundcloud.com/jazarian,https://soundcloud.com/motztechno/premiere-jasmine-azarian-retributeossian-remixux012,,
Jasmine Infiniti ,expirimental ,she,https://soundcloud.com/jasmineinfiniti,https://soundcloud.com/clubchai/what-i-need?in=jasmineinfiniti/sets/sis-1,,
JASSS,expirimental ,she,https://soundcloud.com/jass-29,https://www.youtube.com/watch?v=KCin6_5-z3o,,
Jay,left field,she,https://soundcloud.com/drumsofjay/,https://soundcloud.com/drumsofjay/balsam-drum?in=drumsofjay/sets/trax,,
Jay Hill,house,she,https://soundcloud.com/jayneuf,https://soundcloud.com/franciscofrink/jay-hil-beckoningfrink-rmx?in=jayneuf/sets/original-works-remixes,,
Jayda G,house,she,https://soundcloud.com/jaydagmusic,https://www.youtube.com/watch?v=yVuBryrD7HA,,
Jennifer Loveless,house,she,https://soundcloud.com/jenniferloveless,https://soundcloud.com/djmag/premiere-jennifer-loveless-syzgyzy-scissor-me,,
jennifer vanilla,pop,she,https://soundcloud.com/jennifervanilla,https://soundcloud.com/timsweeney/space-time-motion-single,,
Jennifer Walton,expirimental ,she,https://soundcloud.com/jenniferwaltonmusic,https://soundcloud.com/djmag/premiere-jennifer-walton-scape,,
Jodie Harsh,house,she,https://soundcloud.com/jodieharsh,https://soundcloud.com/jodieharsh/tuesdaysingle?in=jodieharsh/sets/my-music,,
Johanna Knutsson,techno,she,https://soundcloud.com/johannaknutsson,https://www.youtube.com/watch?v=m-t0ZvRZ4BM,,
Jossy Mitsu,left field,she,https://soundcloud.com/jossymitsu,https://soundcloud.com/djmag/premiere-jossy-mitsu-whirl?in=jossymitsu/sets/my-1st-tune-haaha-xd,,
Joyce Muniz,house,she,https://soundcloud.com/joytoy,https://soundcloud.com/pets_recordings/joyce-muniz-eastbound-original,,
